Number Goods: 46,  Number Bidders: 900,  Number Iterations: 2000
integral util | fractional util
0 | 1.26
1.25 | 1.66
1.2 | 1.37
0 | 0.932
0 | 0.893
1.15 | 1.79
1.2 | 1.31
0 | 1.26
1.2 | 1.59
0 | 1.19
0 | 0.854
0 | 1.23
0 | 0.83
0 | 0.514
1.3 | 1.54
0 | 0.475
0 | 0.628
1.25 | 1.83
0 | 1.08
0 | 0.514
0 | 1.03
1.3 | 1.9
0 | 0.89
0 | 1.03
1.3 | 2.38
1.15 | 1.47
0 | 0.653
0 | 0.913
0 | 0.712
1.25 | 1.48
0 | 0.603
0 | 1.15
0 | 1.07
1.2 | 1.92
0 | 0.628
0 | 0.456
0 | 0.525
1.1 | 1.76
0 | 0.712
0 | 0.514
0 | 0.799
0 | 0.368
0 | 0.788
0 | 0.788
0 | 1.07
1.25 | 1.28
1.3 | 1.72
0 | 1.01
1.2 | 2.14
1.3 | 1.54
0 | 0.893
1.3 | 2.36
1.3 | 1.39
0 | 1.31
1.25 | 1.37
1.25 | 1.66
0 | 1.04
0 | 1.08
0 | 0.475
1.25 | 1.66
1.25 | 1.83
1.3 | 1.42
1.25 | 1.94
1.2 | 1.21
0 | 1.03
1.25 | 2
1.15 | 1.73
0 | 1.31
1.3 | 1.37
1.25 | 1.83
1.25 | 1.48
1.3 | 1.9
1.25 | 1.6
1.2 | 1.42
0 | 0.534
0 | 1.13
0 | 1.04
0 | 0.356
1.2 | 1.21
0 | 0.986
1.1 | 1.91
1.2 | 1.97
0 | 0.712
1.25 | 1.88
1.3 | 1.84
0 | 1.59
0 | 0.84
0 | 0.772
0 | 0.698
1.3 | 1.54
1.3 | 1.9
0 | 1.07
0 | 1.63
0 | 0.712
1.25 | 1.77
1.15 | 1.73
0 | 1.37
0 | 1.37
1.25 | 1.31
0 | 0.986
0 | 0.856
0 | 0.626
1.3 | 2.22
1.2 | 1.92
1.25 | 1.31
0 | 0.237
0 | 0.877
0 | 0.731
1.3 | 1.91
0 | 1.08
0 | 0.97
0 | 0.772
1.25 | 1.88
1.2 | 1.75
0 | 1.1
0 | 0.39
0 | 1.18
1.3 | 1.84
0 | 0.877
1.1 | 1.16
1.15 | 1.37
0 | 0.767
0 | 0.913
1.25 | 1.66
0 | 0.626
1.15 | 2
1.25 | 1.77
0 | 0.457
1.2 | 2.03
0 | 0.274
0 | 0.947
0 | 0.438
0 | 1.03
0 | 0.475
1.25 | 1.86
0 | 0.228
1.3 | 2.37
0 | 1.13
1.15 | 1.89
0 | 0.514
1.3 | 1.54
1.2 | 2.08
0 | 0.594
1.1 | 1.61
0 | 1.26
0 | 0.315
1.3 | 1.51
1.1 | 1.71
1.3 | 1.42
1.1 | 1.26
1.25 | 1.83
0 | 0.767
1.25 | 1.77
1.25 | 2
1.05 | 1.22
0 | 0.297
0 | 1.01
0 | 0.297
1.3 | 2.32
0 | 0.452
0 | 0.712
0 | 1.05
0 | 0.893
1.25 | 1.72
1.25 | 1.94
0 | 0.835
1.2 | 1.32
1.25 | 1.59
1.2 | 1.69
0 | 0.712
1.2 | 1.41
0 | 0.797
0 | 1.77
1.2 | 1.53
1.2 | 1.77
0 | 0.438
0 | 0.767
0 | 1.94
1.25 | 1.94
1.3 | 1.42
0 | 0.742
0 | 0.285
0 | 0.301
0 | 0.712
1.25 | 1.88
1.25 | 1.71
0 | 1.21
1.2 | 1.37
0 | 0.822
1.1 | 1.31
0 | 0.712
1.2 | 2.19
0 | 0.671
0 | 0.594
0 | 1.03
0 | 1.86
0 | 0.772
1.25 | 2.28
0 | 1.26
0 | 0.384
0 | 1.68
0 | 1.25
1.25 | 1.88
0 | 0.658
0 | 0.893
0 | 0.856
1.3 | 1.6
1.2 | 2.03
0 | 0.368
1.2 | 1.75
0 | 0.685
1.25 | 1.88
1.25 | 1.83
0 | 1.48
0 | 1.25
0 | 0.658
1.2 | 1.7
1.25 | 1.88
0 | 0.63
1.2 | 1.51
1.3 | 1.78
0 | 0.742
1.25 | 1.34
1.3 | 1.42
1.25 | 2.14
1.2 | 1.84
0 | 0.525
1.2 | 2.19
0 | 0.352
1.1 | 1.41
1.3 | 2
0 | 1.21
0 | 1.19
0 | 0.534
0 | 0.856
0 | 1.02
1.2 | 1.53
0 | 0.534
0 | 0.986
0 | 1.21
0 | 1.03
0 | 0.712
