Number Goods: 24,  Number Bidders: 50,  Number Iterations: 2000
integral util | fractional util
0 | 1.1
1.1 | 1.23
1.05 | 1.48
0.75 | 1.06
1.25 | 1.27
0 | 0.308
1.3 | 1.88
1.25 | 1.86
0 | 0.804
0 | 0.37
0 | 0.387
0 | 0.619
0 | 0.787
1.05 | 1.46
0 | 0.582
0 | 0.578
0.95 | 1.15
0 | 0.63
0 | 0.865
1.15 | 1.79
0 | 0.873
0 | 0.833
0 | 0.928
0 | 0.952
1.3 | 1.37
0 | 0.303
1 | 1.17
0 | 1.8
1.25 | 1.78
0 | 1.03
0 | 0.599
1.05 | 1.26
1.25 | 1.6
0 | 0.743
1.05 | 1.25
1.2 | 1.85
1.2 | 1.42
0 | 0.264
1.15 | 1.27
0 | 0.659
0 | 0.668
0 | 0.33
1.2 | 1.39
0 | 0.23
0 | 0.279
0 | 0.37
1.1 | 1.46
1.1 | 1.51
1.05 | 1.75
1.2 | 1.43
0 | 0.756
0 | 0.486
0 | 0.551
0 | 0.969
0 | 0.865
0 | 0.483
1.05 | 1.81
0 | 1.02
0 | 0.804
0.9 | 0.91
0 | 0.253
1.2 | 1.48
1 | 1.31
1.05 | 1.48
0 | 0.879
1.15 | 1.32
0 | 0.858
1.05 | 1.2
0 | 0.345
0 | 0.496
1.25 | 1.79
1 | 1.59
1.15 | 1.26
0 | 0.333
0 | 0.694
0 | 0.674
1.2 | 1.75
0 | 0.425
0.95 | 1.59
0 | 0.919
0 | 0.724
1.2 | 1.54
1.1 | 1.74
0 | 1.02
0 | 0.67
1.15 | 1.78
0 | 0.688
1.25 | 1.68
0 | 0.264
1.3 | 1.39
0 | 0.926
1.2 | 1.33
1.1 | 1.26
0.9 | 1.5
0 | 0.584
0 | 0.584
1.05 | 1.3
0 | 0.712
0 | 1.03
0 | 0.634
0 | 0.424
0 | 0.595
0 | 0.239
1.2 | 2.05
0 | 1.07
0.95 | 1.51
0 | 0.874
1.15 | 1.52
1.05 | 1.06
0 | 1.12
1.1 | 1.82
0 | 0.304
1.1 | 1.34
0 | 0.738
1.2 | 1.64
0 | 0.771
1.15 | 1.82
0.95 | 1.79
1 | 1.77
1.3 | 1.67
1.05 | 1.36
1.1 | 1.51
0 | 0.76
1.2 | 1.37
0 | 0.51
1.05 | 1.24
0 | 0.169
0 | 1.11
1 | 1.42
1.25 | 1.98
0 | 0.797
1.2 | 1.43
0 | 0.15
1.1 | 1.72
1.05 | 1.75
0 | 0.755
0 | 0.558
1.2 | 1.57
0 | 0.826
0 | 0.559
0 | 0.466
1.2 | 1.67
1.05 | 1.39
1.2 | 1.67
1.25 | 1.71
0.9 | 0.91
0 | 0.339
0.95 | 1.16
0 | 0.441
0 | 1.07
1.2 | 1.57
0 | 0.579
1.2 | 1.29
0 | 1.11
0 | 0.462
0 | 1.48
0 | 0.742
1.1 | 1.32
1.2 | 1.47
0 | 0.688
1.25 | 1.72
0 | 0.582
0 | 0.257
0 | 0.804
0 | 0.886
1.1 | 1.18
1 | 1.14
1 | 1.37
1.15 | 1.28
0 | 0.407
0 | 0.938
0 | 1.07
1.05 | 1.78
0 | 0.882
0 | 0.854
0 | 0.282
0 | 1.03
0 | 0.813
0 | 0.419
0 | 0.606
0 | 0.871
0 | 0.368
1 | 1.28
1.2 | 1.65
1.25 | 1.7
1 | 1.23
0 | 1.17
1.2 | 1.83
1.05 | 1.58
0 | 0.721
1.05 | 1.26
0 | 0.799
0 | 1.03
1.1 | 1.68
0 | 0.606
1.1 | 1.76
0.95 | 1.25
1.05 | 1.42
1.15 | 1.31
0 | 0.187
1.3 | 1.57
0 | 0.525
0.85 | 1.06
0 | 1.12
0 | 1.09
1.3 | 1.78
0 | 0.536
0 | 0.881
0 | 0.917
1.1 | 1.58
1.3 | 1.64
1.1 | 1.47
0.9 | 0.956
1.1 | 1.49
0 | 1.03
0.95 | 0.966
1.15 | 1.89
1.2 | 1.63
1.3 | 1.61
0 | 0.514
0 | 0.632
1.15 | 1.31
1.25 | 1.84
1.1 | 1.11
1.2 | 1.43
1.1 | 1.16
0 | 0.967
0 | 0.979
0 | 0.885
1 | 1.1
0 | 0.583
0 | 0.656
0 | 0.852
1.25 | 1.63
1.3 | 1.6
0 | 0.452
0 | 0.958
0 | 0.147
1.2 | 1.74
0 | 0.569
0 | 0.151
1.05 | 1.52
0 | 0.75
1.2 | 1.95
1.2 | 1.28
0 | 1.35
0 | 0.231
1.2 | 1.26
1.15 | 1.35
0 | 1.09
1.15 | 1.29
0 | 0.315
1.1 | 1.76
0 | 0.974
0.95 | 1.22
0 | 1.01
1.25 | 1.39
0 | 0.663
0 | 0.794
1.1 | 1.16
1.05 | 1.66
1.05 | 1.3
0 | 0.766
1.2 | 1.68
0 | 0.201
0 | 0.599
0 | 0.414
1.05 | 1.63
0.85 | 1.01
0 | 0.459
0 | 0.732
0 | 0.585
0 | 0.31
1.1 | 1.63
0 | 0.185
0.95 | 1.43
1.2 | 2.02
0 | 0.434
1.1 | 1.42
1.05 | 1.21
0 | 1.37
0 | 0.104
1.3 | 1.71
0 | 0.83
0 | 0.88
1.2 | 1.47
0 | 0.712
1.15 | 1.22
0 | 0.808
0 | 0.727
0 | 0.719
0 | 0.929
1.25 | 1.38
0 | 1.58
0 | 0.671
0 | 1.06
1.25 | 1.75
1.3 | 2.37
0 | 0.283
0 | 0.913
0 | 0.432
1.05 | 1.21
1.1 | 1.95
1.2 | 1.46
1.15 | 1.61
0 | 0.533
1.25 | 1.33
0 | 1.12
1.1 | 1.51
0 | 0.885
0 | 0.463
1.3 | 1.94
0 | 0.884
0 | 0.433
0 | 0.877
0 | 0.606
1 | 1.1
0 | 0.682
0 | 1
0.95 | 1.47
1.1 | 1.45
0 | 0.636
1.2 | 1.44
1.2 | 1.21
1.15 | 1.46
0 | 0.714
0 | 0.921
0 | 0.551
1.25 | 1.61
1.25 | 1.81
0 | 0.959
0 | 0.633
0 | 0.691
0 | 0.337
0 | 0.255
0 | 0.491
1.15 | 1.36
1.1 | 1.93
0 | 0.923
0 | 0.799
1.05 | 1.07
1.2 | 2.02
1.2 | 1.7
0.95 | 1.01
1.15 | 1.6
0 | 0.887
1.1 | 1.36
0 | 1.17
0 | 1.07
1.25 | 1.48
0 | 0.159
0 | 0.416
0 | 0.61
0 | 0.833
1.15 | 1.56
1.25 | 1.75
0 | 1.12
1.2 | 1.58
0 | 1.07
0 | 0.976
1.25 | 1.27
0 | 1.05
1.2 | 1.25
1.2 | 1.76
0 | 0.756
1.2 | 1.38
1 | 1.02
1.05 | 1.14
0 | 0.478
1.25 | 1.33
0.95 | 1.01
0 | 1.02
0 | 0.452
1.25 | 1.46
1.1 | 1.38
1.3 | 1.72
1 | 1.53
0 | 0.632
1 | 1.51
0 | 1.07
1.25 | 2.16
1.25 | 1.94
1.25 | 1.72
0 | 0.322
0 | 0.757
0 | 0.822
1.1 | 1.16
0 | 0.89
0 | 0.402
1.3 | 1.86
1.3 | 1.6
1.15 | 1.36
1.25 | 1.61
0 | 0.839
0 | 0.936
0 | 0.636
1.2 | 1.97
1.05 | 1.2
0 | 0.477
0.9 | 0.946
1.15 | 1.22
0 | 0.845
0 | 0.737
0 | 0.594
0 | 0.355
0 | 0.386
1.15 | 1.27
0 | 1.12
1.3 | 1.96
1 | 1.42
1.1 | 1.49
0 | 0.596
0 | 0.959
1.1 | 1.68
0 | 0.399
1.25 | 1.26
0 | 0.51
1.3 | 1.38
0 | 0.667
0 | 0.177
0 | 0.523
0.85 | 1.55
1.15 | 1.32
0 | 0.379
0 | 1.07
1.15 | 1.39
0 | 0.333
